,Id_IE,Id_Car,Id_Se,Id_Par,Id_Can,Id_Pro
13,7a0812f8-74f5-11ed-b2bf-0242ac1c000c,7a2159f2-74f5-11ed-b2bf-0242ac1c000c,7a36d570-74f5-11ed-b2bf-0242ac1c000c,7a4e78d8-74f5-11ed-b2bf-0242ac1c000c,7a630f64-74f5-11ed-b2bf-0242ac1c000c,7a7bd864-74f5-11ed-b2bf-0242ac1c000c
14,7a0813c0-74f5-11ed-b2bf-0242ac1c000c,7a215aa6-74f5-11ed-b2bf-0242ac1c000c,7a36d638-74f5-11ed-b2bf-0242ac1c000c,7a4e7978-74f5-11ed-b2bf-0242ac1c000c,7a631022-74f5-11ed-b2bf-0242ac1c000c,7a7bd904-74f5-11ed-b2bf-0242ac1c000c
15,7a081488-74f5-11ed-b2bf-0242ac1c000c,7a215b64-74f5-11ed-b2bf-0242ac1c000c,7a36d6ec-74f5-11ed-b2bf-0242ac1c000c,7a4e7a22-74f5-11ed-b2bf-0242ac1c000c,7a6310d6-74f5-11ed-b2bf-0242ac1c000c,7a7bd9b8-74f5-11ed-b2bf-0242ac1c000c
16,7a08153c-74f5-11ed-b2bf-0242ac1c000c,7a215c18-74f5-11ed-b2bf-0242ac1c000c,7a36d7aa-74f5-11ed-b2bf-0242ac1c000c,7a4e7ac2-74f5-11ed-b2bf-0242ac1c000c,7a6311ee-74f5-11ed-b2bf-0242ac1c000c,7a7bda6c-74f5-11ed-b2bf-0242ac1c000c
17,7a0815fa-74f5-11ed-b2bf-0242ac1c000c,7a215ccc-74f5-11ed-b2bf-0242ac1c000c,7a36d868-74f5-11ed-b2bf-0242ac1c000c,7a4e7b6c-74f5-11ed-b2bf-0242ac1c000c,7a6312c0-74f5-11ed-b2bf-0242ac1c000c,7a7bdb2a-74f5-11ed-b2bf-0242ac1c000c
18,7a0816b8-74f5-11ed-b2bf-0242ac1c000c,7a215d76-74f5-11ed-b2bf-0242ac1c000c,7a36d912-74f5-11ed-b2bf-0242ac1c000c,7a4e7c7a-74f5-11ed-b2bf-0242ac1c000c,7a63137e-74f5-11ed-b2bf-0242ac1c000c,7a7bdbde-74f5-11ed-b2bf-0242ac1c000c
19,7a081942-74f5-11ed-b2bf-0242ac1c000c,7a215e16-74f5-11ed-b2bf-0242ac1c000c,7a36d9c6-74f5-11ed-b2bf-0242ac1c000c,7a4e7d1a-74f5-11ed-b2bf-0242ac1c000c,7a631432-74f5-11ed-b2bf-0242ac1c000c,7a7bdc88-74f5-11ed-b2bf-0242ac1c000c
20,7a081a46-74f5-11ed-b2bf-0242ac1c000c,7a215ec0-74f5-11ed-b2bf-0242ac1c000c,7a36da70-74f5-11ed-b2bf-0242ac1c000c,7a4e7dba-74f5-11ed-b2bf-0242ac1c000c,7a6314dc-74f5-11ed-b2bf-0242ac1c000c,7a7bdd32-74f5-11ed-b2bf-0242ac1c000c
21,7a081b04-74f5-11ed-b2bf-0242ac1c000c,7a215f60-74f5-11ed-b2bf-0242ac1c000c,7a36db38-74f5-11ed-b2bf-0242ac1c000c,7a4e7e5a-74f5-11ed-b2bf-0242ac1c000c,7a631590-74f5-11ed-b2bf-0242ac1c000c,7a7bddd2-74f5-11ed-b2bf-0242ac1c000c
22,7a081bc2-74f5-11ed-b2bf-0242ac1c000c,7a216000-74f5-11ed-b2bf-0242ac1c000c,7a36dbf6-74f5-11ed-b2bf-0242ac1c000c,7a4e7efa-74f5-11ed-b2bf-0242ac1c000c,7a631644-74f5-11ed-b2bf-0242ac1c000c,7a7bde7c-74f5-11ed-b2bf-0242ac1c000c
23,7a081c80-74f5-11ed-b2bf-0242ac1c000c,7a2160aa-74f5-11ed-b2bf-0242ac1c000c,7a36dcaa-74f5-11ed-b2bf-0242ac1c000c,7a4e7fae-74f5-11ed-b2bf-0242ac1c000c,7a6316ee-74f5-11ed-b2bf-0242ac1c000c,7a7bdf30-74f5-11ed-b2bf-0242ac1c000c
24,7a081d2a-74f5-11ed-b2bf-0242ac1c000c,7a21614a-74f5-11ed-b2bf-0242ac1c000c,7a36dd5e-74f5-11ed-b2bf-0242ac1c000c,7a4e8058-74f5-11ed-b2bf-0242ac1c000c,7a6317a2-74f5-11ed-b2bf-0242ac1c000c,7a7bdfda-74f5-11ed-b2bf-0242ac1c000c
25,7a081dd4-74f5-11ed-b2bf-0242ac1c000c,7a2161f4-74f5-11ed-b2bf-0242ac1c000c,7a36de12-74f5-11ed-b2bf-0242ac1c000c,7a4e80f8-74f5-11ed-b2bf-0242ac1c000c,7a63184c-74f5-11ed-b2bf-0242ac1c000c,7a7be084-74f5-11ed-b2bf-0242ac1c000c
26,7a081e7e-74f5-11ed-b2bf-0242ac1c000c,7a2162a8-74f5-11ed-b2bf-0242ac1c000c,7a36ded0-74f5-11ed-b2bf-0242ac1c000c,7a4e81a2-74f5-11ed-b2bf-0242ac1c000c,7a63190a-74f5-11ed-b2bf-0242ac1c000c,7a7be138-74f5-11ed-b2bf-0242ac1c000c
27,7a081f3c-74f5-11ed-b2bf-0242ac1c000c,7a216352-74f5-11ed-b2bf-0242ac1c000c,7a36df8e-74f5-11ed-b2bf-0242ac1c000c,7a4e8242-74f5-11ed-b2bf-0242ac1c000c,7a6319be-74f5-11ed-b2bf-0242ac1c000c,7a7be1ec-74f5-11ed-b2bf-0242ac1c000c
28,7a081ff0-74f5-11ed-b2bf-0242ac1c000c,7a216406-74f5-11ed-b2bf-0242ac1c000c,7a36e04c-74f5-11ed-b2bf-0242ac1c000c,7a4e82f6-74f5-11ed-b2bf-0242ac1c000c,7a631a5e-74f5-11ed-b2bf-0242ac1c000c,7a7be2a0-74f5-11ed-b2bf-0242ac1c000c
29,7a0820ae-74f5-11ed-b2bf-0242ac1c000c,7a21651e-74f5-11ed-b2bf-0242ac1c000c,7a36e100-74f5-11ed-b2bf-0242ac1c000c,7a4e8396-74f5-11ed-b2bf-0242ac1c000c,7a631b08-74f5-11ed-b2bf-0242ac1c000c,7a7be3ae-74f5-11ed-b2bf-0242ac1c000c
30,7a082158-74f5-11ed-b2bf-0242ac1c000c,7a2165f0-74f5-11ed-b2bf-0242ac1c000c,7a36e1be-74f5-11ed-b2bf-0242ac1c000c,7a4e8440-74f5-11ed-b2bf-0242ac1c000c,7a631bb2-74f5-11ed-b2bf-0242ac1c000c,7a7be476-74f5-11ed-b2bf-0242ac1c000c
31,7a082202-74f5-11ed-b2bf-0242ac1c000c,7a2166ae-74f5-11ed-b2bf-0242ac1c000c,7a36e268-74f5-11ed-b2bf-0242ac1c000c,7a4e84ea-74f5-11ed-b2bf-0242ac1c000c,7a633368-74f5-11ed-b2bf-0242ac1c000c,7a7be534-74f5-11ed-b2bf-0242ac1c000c
32,7a082298-74f5-11ed-b2bf-0242ac1c000c,7a216762-74f5-11ed-b2bf-0242ac1c000c,7a36e31c-74f5-11ed-b2bf-0242ac1c000c,7a4e8580-74f5-11ed-b2bf-0242ac1c000c,7a633606-74f5-11ed-b2bf-0242ac1c000c,7a7be5d4-74f5-11ed-b2bf-0242ac1c000c
33,7a082356-74f5-11ed-b2bf-0242ac1c000c,7a216820-74f5-11ed-b2bf-0242ac1c000c,7a36e3da-74f5-11ed-b2bf-0242ac1c000c,7a4e862a-74f5-11ed-b2bf-0242ac1c000c,7a6336f6-74f5-11ed-b2bf-0242ac1c000c,7a7be692-74f5-11ed-b2bf-0242ac1c000c
34,7a082450-74f5-11ed-b2bf-0242ac1c000c,7a2168de-74f5-11ed-b2bf-0242ac1c000c,7a36e4a2-74f5-11ed-b2bf-0242ac1c000c,7a4e86ca-74f5-11ed-b2bf-0242ac1c000c,7a6337c8-74f5-11ed-b2bf-0242ac1c000c,7a7be746-74f5-11ed-b2bf-0242ac1c000c
35,7a082540-74f5-11ed-b2bf-0242ac1c000c,7a21699c-74f5-11ed-b2bf-0242ac1c000c,7a36e560-74f5-11ed-b2bf-0242ac1c000c,7a4e876a-74f5-11ed-b2bf-0242ac1c000c,7a63387c-74f5-11ed-b2bf-0242ac1c000c,7a7bf06a-74f5-11ed-b2bf-0242ac1c000c
36,7a0825f4-74f5-11ed-b2bf-0242ac1c000c,7a216a50-74f5-11ed-b2bf-0242ac1c000c,7a36e628-74f5-11ed-b2bf-0242ac1c000c,7a4e880a-74f5-11ed-b2bf-0242ac1c000c,7a633944-74f5-11ed-b2bf-0242ac1c000c,7a7bf2ae-74f5-11ed-b2bf-0242ac1c000c
37,7a08269e-74f5-11ed-b2bf-0242ac1c000c,7a216b04-74f5-11ed-b2bf-0242ac1c000c,7a36e6e6-74f5-11ed-b2bf-0242ac1c000c,7a4e88b4-74f5-11ed-b2bf-0242ac1c000c,7a6339ee-74f5-11ed-b2bf-0242ac1c000c,7a7bf3a8-74f5-11ed-b2bf-0242ac1c000c
38,7a08275c-74f5-11ed-b2bf-0242ac1c000c,7a216bb8-74f5-11ed-b2bf-0242ac1c000c,7a36e79a-74f5-11ed-b2bf-0242ac1c000c,7a4e8954-74f5-11ed-b2bf-0242ac1c000c,7a633aac-74f5-11ed-b2bf-0242ac1c000c,7a7bf47a-74f5-11ed-b2bf-0242ac1c000c
39,7a082810-74f5-11ed-b2bf-0242ac1c000c,7a2195ca-74f5-11ed-b2bf-0242ac1c000c,7a36e858-74f5-11ed-b2bf-0242ac1c000c,7a4e89f4-74f5-11ed-b2bf-0242ac1c000c,7a633b60-74f5-11ed-b2bf-0242ac1c000c,7a7bf538-74f5-11ed-b2bf-0242ac1c000c
40,7a0828ba-74f5-11ed-b2bf-0242ac1c000c,7a219714-74f5-11ed-b2bf-0242ac1c000c,7a36e902-74f5-11ed-b2bf-0242ac1c000c,7a4e8a8a-74f5-11ed-b2bf-0242ac1c000c,7a633c14-74f5-11ed-b2bf-0242ac1c000c,7a7bf600-74f5-11ed-b2bf-0242ac1c000c
41,7a08295a-74f5-11ed-b2bf-0242ac1c000c,7a2197d2-74f5-11ed-b2bf-0242ac1c000c,7a36e9a2-74f5-11ed-b2bf-0242ac1c000c,7a4e8b34-74f5-11ed-b2bf-0242ac1c000c,7a633cc8-74f5-11ed-b2bf-0242ac1c000c,7a7bf6aa-74f5-11ed-b2bf-0242ac1c000c
42,7a0829e6-74f5-11ed-b2bf-0242ac1c000c,7a219886-74f5-11ed-b2bf-0242ac1c000c,7a36ea4c-74f5-11ed-b2bf-0242ac1c000c,7a4e8bde-74f5-11ed-b2bf-0242ac1c000c,7a633d72-74f5-11ed-b2bf-0242ac1c000c,7a7bf75e-74f5-11ed-b2bf-0242ac1c000c
43,7a082aa4-74f5-11ed-b2bf-0242ac1c000c,7a219926-74f5-11ed-b2bf-0242ac1c000c,7a36eaf6-74f5-11ed-b2bf-0242ac1c000c,7a4e8c9c-74f5-11ed-b2bf-0242ac1c000c,7a633e30-74f5-11ed-b2bf-0242ac1c000c,7a7bf812-74f5-11ed-b2bf-0242ac1c000c
44,7a082b58-74f5-11ed-b2bf-0242ac1c000c,7a2199d0-74f5-11ed-b2bf-0242ac1c000c,7a36eb8c-74f5-11ed-b2bf-0242ac1c000c,7a4e8d3c-74f5-11ed-b2bf-0242ac1c000c,7a633ee4-74f5-11ed-b2bf-0242ac1c000c,7a7bf8bc-74f5-11ed-b2bf-0242ac1c000c
45,7a082c02-74f5-11ed-b2bf-0242ac1c000c,7a219a66-74f5-11ed-b2bf-0242ac1c000c,7a36ec2c-74f5-11ed-b2bf-0242ac1c000c,7a4e8ddc-74f5-11ed-b2bf-0242ac1c000c,7a633f8e-74f5-11ed-b2bf-0242ac1c000c,7a7bf966-74f5-11ed-b2bf-0242ac1c000c
46,7a082cac-74f5-11ed-b2bf-0242ac1c000c,7a219b06-74f5-11ed-b2bf-0242ac1c000c,7a36ecc2-74f5-11ed-b2bf-0242ac1c000c,7a4e8e72-74f5-11ed-b2bf-0242ac1c000c,7a634042-74f5-11ed-b2bf-0242ac1c000c,7a7bfa10-74f5-11ed-b2bf-0242ac1c000c
47,7a082d74-74f5-11ed-b2bf-0242ac1c000c,7a219bba-74f5-11ed-b2bf-0242ac1c000c,7a36ed6c-74f5-11ed-b2bf-0242ac1c000c,7a4e8f12-74f5-11ed-b2bf-0242ac1c000c,7a6340f6-74f5-11ed-b2bf-0242ac1c000c,7a7bfaba-74f5-11ed-b2bf-0242ac1c000c
48,7a082e32-74f5-11ed-b2bf-0242ac1c000c,7a219c64-74f5-11ed-b2bf-0242ac1c000c,7a36ee16-74f5-11ed-b2bf-0242ac1c000c,7a4e8fc6-74f5-11ed-b2bf-0242ac1c000c,7a6341aa-74f5-11ed-b2bf-0242ac1c000c,7a7bfb5a-74f5-11ed-b2bf-0242ac1c000c
49,7a082ee6-74f5-11ed-b2bf-0242ac1c000c,7a219d04-74f5-11ed-b2bf-0242ac1c000c,7a36eec0-74f5-11ed-b2bf-0242ac1c000c,7a4e907a-74f5-11ed-b2bf-0242ac1c000c,7a634254-74f5-11ed-b2bf-0242ac1c000c,7a7bfc04-74f5-11ed-b2bf-0242ac1c000c
50,7a082f90-74f5-11ed-b2bf-0242ac1c000c,7a219da4-74f5-11ed-b2bf-0242ac1c000c,7a36ef74-74f5-11ed-b2bf-0242ac1c000c,7a4e911a-74f5-11ed-b2bf-0242ac1c000c,7a634308-74f5-11ed-b2bf-0242ac1c000c,7a7bfcae-74f5-11ed-b2bf-0242ac1c000c
51,7a083044-74f5-11ed-b2bf-0242ac1c000c,7a219e44-74f5-11ed-b2bf-0242ac1c000c,7a36f104-74f5-11ed-b2bf-0242ac1c000c,7a4e91ba-74f5-11ed-b2bf-0242ac1c000c,7a6343d0-74f5-11ed-b2bf-0242ac1c000c,7a7bfd44-74f5-11ed-b2bf-0242ac1c000c
52,7a08310c-74f5-11ed-b2bf-0242ac1c000c,7a219eee-74f5-11ed-b2bf-0242ac1c000c,7a36f1cc-74f5-11ed-b2bf-0242ac1c000c,7a4e925a-74f5-11ed-b2bf-0242ac1c000c,7a63448e-74f5-11ed-b2bf-0242ac1c000c,7a7bfdee-74f5-11ed-b2bf-0242ac1c000c
53,7a0831ca-74f5-11ed-b2bf-0242ac1c000c,7a219f8e-74f5-11ed-b2bf-0242ac1c000c,7a36f26c-74f5-11ed-b2bf-0242ac1c000c,7a4e9304-74f5-11ed-b2bf-0242ac1c000c,7a63454c-74f5-11ed-b2bf-0242ac1c000c,7a7bfea2-74f5-11ed-b2bf-0242ac1c000c
54,7a0832ce-74f5-11ed-b2bf-0242ac1c000c,7a21afe2-74f5-11ed-b2bf-0242ac1c000c,7a36f320-74f5-11ed-b2bf-0242ac1c000c,7a4e93ae-74f5-11ed-b2bf-0242ac1c000c,7a634600-74f5-11ed-b2bf-0242ac1c000c,7a7bff56-74f5-11ed-b2bf-0242ac1c000c
55,7a083378-74f5-11ed-b2bf-0242ac1c000c,7a21b280-74f5-11ed-b2bf-0242ac1c000c,7a36f3de-74f5-11ed-b2bf-0242ac1c000c,7a4e9444-74f5-11ed-b2bf-0242ac1c000c,7a6346b4-74f5-11ed-b2bf-0242ac1c000c,7a7c000a-74f5-11ed-b2bf-0242ac1c000c
56,7a083418-74f5-11ed-b2bf-0242ac1c000c,7a21b3de-74f5-11ed-b2bf-0242ac1c000c,7a36fcbc-74f5-11ed-b2bf-0242ac1c000c,7a4e94ee-74f5-11ed-b2bf-0242ac1c000c,7a634768-74f5-11ed-b2bf-0242ac1c000c,7a7c00fa-74f5-11ed-b2bf-0242ac1c000c
57,7a0834ae-74f5-11ed-b2bf-0242ac1c000c,7a21b4a6-74f5-11ed-b2bf-0242ac1c000c,7a36fe06-74f5-11ed-b2bf-0242ac1c000c,7a4e9584-74f5-11ed-b2bf-0242ac1c000c,7a634826-74f5-11ed-b2bf-0242ac1c000c,7a7c01b8-74f5-11ed-b2bf-0242ac1c000c
58,7a08358a-74f5-11ed-b2bf-0242ac1c000c,7a21b55a-74f5-11ed-b2bf-0242ac1c000c,7a36fee2-74f5-11ed-b2bf-0242ac1c000c,7a4e964c-74f5-11ed-b2bf-0242ac1c000c,7a6348ee-74f5-11ed-b2bf-0242ac1c000c,7a7c0276-74f5-11ed-b2bf-0242ac1c000c
59,7a083652-74f5-11ed-b2bf-0242ac1c000c,7a21b618-74f5-11ed-b2bf-0242ac1c000c,7a36ffaa-74f5-11ed-b2bf-0242ac1c000c,7a4e9890-74f5-11ed-b2bf-0242ac1c000c,7a6349a2-74f5-11ed-b2bf-0242ac1c000c,7a7c033e-74f5-11ed-b2bf-0242ac1c000c
60,7a0836f2-74f5-11ed-b2bf-0242ac1c000c,7a21b6cc-74f5-11ed-b2bf-0242ac1c000c,7a37007c-74f5-11ed-b2bf-0242ac1c000c,7a4e994e-74f5-11ed-b2bf-0242ac1c000c,7a634a60-74f5-11ed-b2bf-0242ac1c000c,7a7c03fc-74f5-11ed-b2bf-0242ac1c000c
61,7a08379c-74f5-11ed-b2bf-0242ac1c000c,7a21b780-74f5-11ed-b2bf-0242ac1c000c,7a37013a-74f5-11ed-b2bf-0242ac1c000c,7a4e99ee-74f5-11ed-b2bf-0242ac1c000c,7a634b1e-74f5-11ed-b2bf-0242ac1c000c,7a7c04b0-74f5-11ed-b2bf-0242ac1c000c
62,7a08383c-74f5-11ed-b2bf-0242ac1c000c,7a21b82a-74f5-11ed-b2bf-0242ac1c000c,7a3701f8-74f5-11ed-b2bf-0242ac1c000c,7a4e9a8e-74f5-11ed-b2bf-0242ac1c000c,7a634bdc-74f5-11ed-b2bf-0242ac1c000c,7a7c055a-74f5-11ed-b2bf-0242ac1c000c
63,7a0838fa-74f5-11ed-b2bf-0242ac1c000c,7a21b8d4-74f5-11ed-b2bf-0242ac1c000c,7a3702ac-74f5-11ed-b2bf-0242ac1c000c,7a4e9b42-74f5-11ed-b2bf-0242ac1c000c,7a634c90-74f5-11ed-b2bf-0242ac1c000c,7a7c0604-74f5-11ed-b2bf-0242ac1c000c
64,7a0839a4-74f5-11ed-b2bf-0242ac1c000c,7a21b988-74f5-11ed-b2bf-0242ac1c000c,7a370360-74f5-11ed-b2bf-0242ac1c000c,7a4e9bec-74f5-11ed-b2bf-0242ac1c000c,7a634d44-74f5-11ed-b2bf-0242ac1c000c,7a7c06a4-74f5-11ed-b2bf-0242ac1c000c
65,7a083a4e-74f5-11ed-b2bf-0242ac1c000c,7a21bb22-74f5-11ed-b2bf-0242ac1c000c,7a370428-74f5-11ed-b2bf-0242ac1c000c,7a4e9c8c-74f5-11ed-b2bf-0242ac1c000c,7a634df8-74f5-11ed-b2bf-0242ac1c000c,7a7c0744-74f5-11ed-b2bf-0242ac1c000c
66,7a083aee-74f5-11ed-b2bf-0242ac1c000c,7a21bc1c-74f5-11ed-b2bf-0242ac1c000c,7a3704e6-74f5-11ed-b2bf-0242ac1c000c,7a4e9d22-74f5-11ed-b2bf-0242ac1c000c,7a634eb6-74f5-11ed-b2bf-0242ac1c000c,7a7c07ee-74f5-11ed-b2bf-0242ac1c000c
67,7a083b8e-74f5-11ed-b2bf-0242ac1c000c,7a21bcc6-74f5-11ed-b2bf-0242ac1c000c,7a3705a4-74f5-11ed-b2bf-0242ac1c000c,7a4e9dcc-74f5-11ed-b2bf-0242ac1c000c,7a634f74-74f5-11ed-b2bf-0242ac1c000c,7a7c08a2-74f5-11ed-b2bf-0242ac1c000c
68,7a083c38-74f5-11ed-b2bf-0242ac1c000c,7a21bd7a-74f5-11ed-b2bf-0242ac1c000c,7a370658-74f5-11ed-b2bf-0242ac1c000c,7a4e9e76-74f5-11ed-b2bf-0242ac1c000c,7a635032-74f5-11ed-b2bf-0242ac1c000c,7a7c0956-74f5-11ed-b2bf-0242ac1c000c
69,7a083cf6-74f5-11ed-b2bf-0242ac1c000c,7a21be2e-74f5-11ed-b2bf-0242ac1c000c,7a370716-74f5-11ed-b2bf-0242ac1c000c,7a4e9f16-74f5-11ed-b2bf-0242ac1c000c,7a6350f0-74f5-11ed-b2bf-0242ac1c000c,7a7c0a0a-74f5-11ed-b2bf-0242ac1c000c
70,7a083d96-74f5-11ed-b2bf-0242ac1c000c,7a21bece-74f5-11ed-b2bf-0242ac1c000c,7a3707d4-74f5-11ed-b2bf-0242ac1c000c,7a4e9fac-74f5-11ed-b2bf-0242ac1c000c,7a6351a4-74f5-11ed-b2bf-0242ac1c000c,7a7c0b2c-74f5-11ed-b2bf-0242ac1c000c
71,7a083e7c-74f5-11ed-b2bf-0242ac1c000c,7a21bf6e-74f5-11ed-b2bf-0242ac1c000c,7a370888-74f5-11ed-b2bf-0242ac1c000c,7a4ea056-74f5-11ed-b2bf-0242ac1c000c,7a6352c6-74f5-11ed-b2bf-0242ac1c000c,7a7c0be0-74f5-11ed-b2bf-0242ac1c000c
72,7a083fb2-74f5-11ed-b2bf-0242ac1c000c,7a21c022-74f5-11ed-b2bf-0242ac1c000c,7a370946-74f5-11ed-b2bf-0242ac1c000c,7a4ea0f6-74f5-11ed-b2bf-0242ac1c000c,7a63538e-74f5-11ed-b2bf-0242ac1c000c,7a7c0c8a-74f5-11ed-b2bf-0242ac1c000c
73,7a084070-74f5-11ed-b2bf-0242ac1c000c,7a21c0e0-74f5-11ed-b2bf-0242ac1c000c,7a370a04-74f5-11ed-b2bf-0242ac1c000c,7a4ea1b4-74f5-11ed-b2bf-0242ac1c000c,7a63544c-74f5-11ed-b2bf-0242ac1c000c,7a7c0d52-74f5-11ed-b2bf-0242ac1c000c
74,7a08411a-74f5-11ed-b2bf-0242ac1c000c,7a21c18a-74f5-11ed-b2bf-0242ac1c000c,7a370aae-74f5-11ed-b2bf-0242ac1c000c,7a4ea254-74f5-11ed-b2bf-0242ac1c000c,7a63551e-74f5-11ed-b2bf-0242ac1c000c,7a7c0e10-74f5-11ed-b2bf-0242ac1c000c
75,7a0841c4-74f5-11ed-b2bf-0242ac1c000c,7a21c23e-74f5-11ed-b2bf-0242ac1c000c,7a370b62-74f5-11ed-b2bf-0242ac1c000c,7a4ea358-74f5-11ed-b2bf-0242ac1c000c,7a6355e6-74f5-11ed-b2bf-0242ac1c000c,7a7c0ec4-74f5-11ed-b2bf-0242ac1c000c
76,7a084264-74f5-11ed-b2bf-0242ac1c000c,7a21c2f2-74f5-11ed-b2bf-0242ac1c000c,7a370c02-74f5-11ed-b2bf-0242ac1c000c,7a4ea402-74f5-11ed-b2bf-0242ac1c000c,7a63569a-74f5-11ed-b2bf-0242ac1c000c,7a7c1054-74f5-11ed-b2bf-0242ac1c000c
77,7a084304-74f5-11ed-b2bf-0242ac1c000c,7a21c3a6-74f5-11ed-b2bf-0242ac1c000c,7a370cac-74f5-11ed-b2bf-0242ac1c000c,7a4ea4b6-74f5-11ed-b2bf-0242ac1c000c,7a635848-74f5-11ed-b2bf-0242ac1c000c,7a7c1126-74f5-11ed-b2bf-0242ac1c000c
78,7a0843c2-74f5-11ed-b2bf-0242ac1c000c,7a21c45a-74f5-11ed-b2bf-0242ac1c000c,7a370d4c-74f5-11ed-b2bf-0242ac1c000c,7a4ea556-74f5-11ed-b2bf-0242ac1c000c,7a635910-74f5-11ed-b2bf-0242ac1c000c,7a7c11e4-74f5-11ed-b2bf-0242ac1c000c
