,Id_Par,Nombre_Par,Estado_Par,Id_Pro,Id_Can
26,359d1896-74f7-11ed-a487-0242ac1c000c,Parroquia Granada,Inactivo,35afe2d2-74f7-11ed-a487-0242ac1c000c,35a79cb2-74f7-11ed-a487-0242ac1c000c
27,359d192c-74f7-11ed-a487-0242ac1c000c,Parroquia La Rioja,Inactivo,35afe354-74f7-11ed-a487-0242ac1c000c,35a79d34-74f7-11ed-a487-0242ac1c000c
28,359d19c2-74f7-11ed-a487-0242ac1c000c,Parroquia León,Inactivo,35afe3d6-74f7-11ed-a487-0242ac1c000c,35a79db6-74f7-11ed-a487-0242ac1c000c
29,359d1aa8-74f7-11ed-a487-0242ac1c000c,Parroquia Huesca,Inactivo,35afe462-74f7-11ed-a487-0242ac1c000c,35a79e42-74f7-11ed-a487-0242ac1c000c
30,359d1b3e-74f7-11ed-a487-0242ac1c000c,Parroquia Ceuta,Activo,35afe4da-74f7-11ed-a487-0242ac1c000c,35a79ec4-74f7-11ed-a487-0242ac1c000c
31,359d1bd4-74f7-11ed-a487-0242ac1c000c,Parroquia Baleares,Inactivo,35afe552-74f7-11ed-a487-0242ac1c000c,35a79f50-74f7-11ed-a487-0242ac1c000c
32,359d1c6a-74f7-11ed-a487-0242ac1c000c,Parroquia Burgos,Activo,35afe5d4-74f7-11ed-a487-0242ac1c000c,35a79fe6-74f7-11ed-a487-0242ac1c000c
33,359d1cf6-74f7-11ed-a487-0242ac1c000c,Parroquia Alicante,Activo,35afe656-74f7-11ed-a487-0242ac1c000c,35a7a072-74f7-11ed-a487-0242ac1c000c
34,359d1d8c-74f7-11ed-a487-0242ac1c000c,Parroquia Murcia,Activo,35afe6e2-74f7-11ed-a487-0242ac1c000c,35a7a0fe-74f7-11ed-a487-0242ac1c000c
35,359d1e22-74f7-11ed-a487-0242ac1c000c,Parroquia Huesca,Inactivo,35afe76e-74f7-11ed-a487-0242ac1c000c,35a7a180-74f7-11ed-a487-0242ac1c000c
36,359d1eb8-74f7-11ed-a487-0242ac1c000c,Parroquia Cantabria,Inactivo,35afe7fa-74f7-11ed-a487-0242ac1c000c,35a7a20c-74f7-11ed-a487-0242ac1c000c
37,359d1f4e-74f7-11ed-a487-0242ac1c000c,Parroquia Cáceres,Activo,35afe87c-74f7-11ed-a487-0242ac1c000c,35a7a298-74f7-11ed-a487-0242ac1c000c
38,359d1fe4-74f7-11ed-a487-0242ac1c000c,Parroquia Alicante,Activo,35afe8fe-74f7-11ed-a487-0242ac1c000c,35a7a32e-74f7-11ed-a487-0242ac1c000c
39,359d207a-74f7-11ed-a487-0242ac1c000c,Parroquia La Coruña,Inactivo,35afe980-74f7-11ed-a487-0242ac1c000c,35a7a3ba-74f7-11ed-a487-0242ac1c000c
40,359d2110-74f7-11ed-a487-0242ac1c000c,Parroquia Madrid,Inactivo,35afea02-74f7-11ed-a487-0242ac1c000c,35a7a43c-74f7-11ed-a487-0242ac1c000c
41,359d219c-74f7-11ed-a487-0242ac1c000c,Parroquia Madrid,Activo,35afea8e-74f7-11ed-a487-0242ac1c000c,35a7a4c8-74f7-11ed-a487-0242ac1c000c
42,359d2232-74f7-11ed-a487-0242ac1c000c,Parroquia Valladolid,Inactivo,35afeb10-74f7-11ed-a487-0242ac1c000c,35a7a54a-74f7-11ed-a487-0242ac1c000c
43,359d22c8-74f7-11ed-a487-0242ac1c000c,Parroquia Lleida,Inactivo,35afeb92-74f7-11ed-a487-0242ac1c000c,35a7a5cc-74f7-11ed-a487-0242ac1c000c
44,359d235e-74f7-11ed-a487-0242ac1c000c,Parroquia Baleares,Inactivo,35afec14-74f7-11ed-a487-0242ac1c000c,35a7a662-74f7-11ed-a487-0242ac1c000c
45,359d23ea-74f7-11ed-a487-0242ac1c000c,Parroquia Melilla,Inactivo,35afec96-74f7-11ed-a487-0242ac1c000c,35a7a6ee-74f7-11ed-a487-0242ac1c000c
46,359d24b2-74f7-11ed-a487-0242ac1c000c,Parroquia Soria,Activo,35afed2c-74f7-11ed-a487-0242ac1c000c,35a7a77a-74f7-11ed-a487-0242ac1c000c
47,359d257a-74f7-11ed-a487-0242ac1c000c,Parroquia Toledo,Activo,35afedc2-74f7-11ed-a487-0242ac1c000c,35a7a806-74f7-11ed-a487-0242ac1c000c
48,359d25fc-74f7-11ed-a487-0242ac1c000c,Parroquia Valladolid,Inactivo,35afee44-74f7-11ed-a487-0242ac1c000c,35a7a89c-74f7-11ed-a487-0242ac1c000c
49,359d267e-74f7-11ed-a487-0242ac1c000c,Parroquia Cáceres,Activo,35afef02-74f7-11ed-a487-0242ac1c000c,35a7a932-74f7-11ed-a487-0242ac1c000c
50,359d2700-74f7-11ed-a487-0242ac1c000c,Parroquia Alicante,Activo,35afef84-74f7-11ed-a487-0242ac1c000c,35a7a9c8-74f7-11ed-a487-0242ac1c000c
51,359d278c-74f7-11ed-a487-0242ac1c000c,Parroquia Teruel,Activo,35aff006-74f7-11ed-a487-0242ac1c000c,35a7aa5e-74f7-11ed-a487-0242ac1c000c
52,359d280e-74f7-11ed-a487-0242ac1c000c,Parroquia Guipúzcoa,Activo,35aff0f6-74f7-11ed-a487-0242ac1c000c,35a7aaf4-74f7-11ed-a487-0242ac1c000c
53,359d2890-74f7-11ed-a487-0242ac1c000c,Parroquia Barcelona,Inactivo,35aff182-74f7-11ed-a487-0242ac1c000c,35a7ab80-74f7-11ed-a487-0242ac1c000c
54,359d291c-74f7-11ed-a487-0242ac1c000c,Parroquia Ourense,Inactivo,35aff204-74f7-11ed-a487-0242ac1c000c,35a7ac16-74f7-11ed-a487-0242ac1c000c
55,359d29b2-74f7-11ed-a487-0242ac1c000c,Parroquia Girona,Activo,35aff286-74f7-11ed-a487-0242ac1c000c,35a7acac-74f7-11ed-a487-0242ac1c000c
56,359d2a52-74f7-11ed-a487-0242ac1c000c,Parroquia Navarra,Inactivo,35aff308-74f7-11ed-a487-0242ac1c000c,35a7ad38-74f7-11ed-a487-0242ac1c000c
57,359d2ae8-74f7-11ed-a487-0242ac1c000c,Parroquia Cáceres,Inactivo,35aff38a-74f7-11ed-a487-0242ac1c000c,35a7ae1e-74f7-11ed-a487-0242ac1c000c
58,359d2b74-74f7-11ed-a487-0242ac1c000c,Parroquia Salamanca,Inactivo,35aff416-74f7-11ed-a487-0242ac1c000c,35a7aec8-74f7-11ed-a487-0242ac1c000c
59,359d2c0a-74f7-11ed-a487-0242ac1c000c,Parroquia Pontevedra,Activo,35aff4ac-74f7-11ed-a487-0242ac1c000c,35a7af68-74f7-11ed-a487-0242ac1c000c
60,359d2d7c-74f7-11ed-a487-0242ac1c000c,Parroquia Cádiz,Inactivo,35aff52e-74f7-11ed-a487-0242ac1c000c,35a7aff4-74f7-11ed-a487-0242ac1c000c
61,359d2e1c-74f7-11ed-a487-0242ac1c000c,Parroquia Cantabria,Activo,35aff5b0-74f7-11ed-a487-0242ac1c000c,35a7b08a-74f7-11ed-a487-0242ac1c000c
62,359d2eb2-74f7-11ed-a487-0242ac1c000c,Parroquia Barcelona,Inactivo,35aff632-74f7-11ed-a487-0242ac1c000c,35a7b120-74f7-11ed-a487-0242ac1c000c
63,359d2f98-74f7-11ed-a487-0242ac1c000c,Parroquia Cáceres,Inactivo,35aff6b4-74f7-11ed-a487-0242ac1c000c,35a7b1b6-74f7-11ed-a487-0242ac1c000c
64,359d3024-74f7-11ed-a487-0242ac1c000c,Parroquia Valladolid,Activo,35aff736-74f7-11ed-a487-0242ac1c000c,35a7b24c-74f7-11ed-a487-0242ac1c000c
65,359d30ba-74f7-11ed-a487-0242ac1c000c,Parroquia Córdoba,Inactivo,35aff7b8-74f7-11ed-a487-0242ac1c000c,35a7b35a-74f7-11ed-a487-0242ac1c000c
66,359d313c-74f7-11ed-a487-0242ac1c000c,Parroquia Valencia,Inactivo,35aff83a-74f7-11ed-a487-0242ac1c000c,35a7b404-74f7-11ed-a487-0242ac1c000c
67,359d31c8-74f7-11ed-a487-0242ac1c000c,Parroquia Las Palmas,Activo,35aff8bc-74f7-11ed-a487-0242ac1c000c,35a7b4cc-74f7-11ed-a487-0242ac1c000c
68,359d3254-74f7-11ed-a487-0242ac1c000c,Parroquia Lleida,Activo,35aff948-74f7-11ed-a487-0242ac1c000c,35a7b562-74f7-11ed-a487-0242ac1c000c
69,359d32ea-74f7-11ed-a487-0242ac1c000c,Parroquia Santa Cruz de Tenerife,Inactivo,35aff9ca-74f7-11ed-a487-0242ac1c000c,35a7b5ee-74f7-11ed-a487-0242ac1c000c
70,359d3380-74f7-11ed-a487-0242ac1c000c,Parroquia Teruel,Inactivo,35affa56-74f7-11ed-a487-0242ac1c000c,35a7b684-74f7-11ed-a487-0242ac1c000c
71,359d340c-74f7-11ed-a487-0242ac1c000c,Parroquia Vizcaya,Activo,35affad8-74f7-11ed-a487-0242ac1c000c,35a7b71a-74f7-11ed-a487-0242ac1c000c
72,359d34a2-74f7-11ed-a487-0242ac1c000c,Parroquia Alicante,Inactivo,35affb5a-74f7-11ed-a487-0242ac1c000c,35a7b7a6-74f7-11ed-a487-0242ac1c000c
73,359d3542-74f7-11ed-a487-0242ac1c000c,Parroquia Madrid,Inactivo,35affbe6-74f7-11ed-a487-0242ac1c000c,35a7b846-74f7-11ed-a487-0242ac1c000c
74,359d35ce-74f7-11ed-a487-0242ac1c000c,Parroquia Ourense,Activo,35affc68-74f7-11ed-a487-0242ac1c000c,35a7b8dc-74f7-11ed-a487-0242ac1c000c
75,359d365a-74f7-11ed-a487-0242ac1c000c,Parroquia Almería,Activo,35affcea-74f7-11ed-a487-0242ac1c000c,35a7b968-74f7-11ed-a487-0242ac1c000c
76,359d36f0-74f7-11ed-a487-0242ac1c000c,Parroquia Sevilla,Activo,35affd76-74f7-11ed-a487-0242ac1c000c,35a7b9f4-74f7-11ed-a487-0242ac1c000c
77,359d3786-74f7-11ed-a487-0242ac1c000c,Parroquia Zamora,Inactivo,35affdf8-74f7-11ed-a487-0242ac1c000c,35a7ba80-74f7-11ed-a487-0242ac1c000c
78,359d381c-74f7-11ed-a487-0242ac1c000c,Parroquia Girona,Activo,35affe7a-74f7-11ed-a487-0242ac1c000c,35a7bb0c-74f7-11ed-a487-0242ac1c000c
79,359d38b2-74f7-11ed-a487-0242ac1c000c,Parroquia Zamora,Activo,35afff56-74f7-11ed-a487-0242ac1c000c,35a7bb98-74f7-11ed-a487-0242ac1c000c
80,359d397a-74f7-11ed-a487-0242ac1c000c,Parroquia Murcia,Inactivo,35afffe2-74f7-11ed-a487-0242ac1c000c,35a7bc24-74f7-11ed-a487-0242ac1c000c
81,359d3a10-74f7-11ed-a487-0242ac1c000c,Parroquia Ceuta,Activo,35b00064-74f7-11ed-a487-0242ac1c000c,35a7bcba-74f7-11ed-a487-0242ac1c000c
82,359d3b0a-74f7-11ed-a487-0242ac1c000c,Parroquia Cuenca,Activo,35b000f0-74f7-11ed-a487-0242ac1c000c,35a7bd50-74f7-11ed-a487-0242ac1c000c
83,359d3baa-74f7-11ed-a487-0242ac1c000c,Parroquia Murcia,Inactivo,35b00168-74f7-11ed-a487-0242ac1c000c,35a7bddc-74f7-11ed-a487-0242ac1c000c
84,359d3c40-74f7-11ed-a487-0242ac1c000c,Parroquia Ourense,Activo,35b001ea-74f7-11ed-a487-0242ac1c000c,35a7be68-74f7-11ed-a487-0242ac1c000c
85,359d3cd6-74f7-11ed-a487-0242ac1c000c,Parroquia Barcelona,Inactivo,35b00276-74f7-11ed-a487-0242ac1c000c,35a7befe-74f7-11ed-a487-0242ac1c000c
86,359d3d6c-74f7-11ed-a487-0242ac1c000c,Parroquia Valladolid,Inactivo,35b002f8-74f7-11ed-a487-0242ac1c000c,35a7bf80-74f7-11ed-a487-0242ac1c000c
87,359d3e02-74f7-11ed-a487-0242ac1c000c,Parroquia León,Inactivo,35b0037a-74f7-11ed-a487-0242ac1c000c,35a7c00c-74f7-11ed-a487-0242ac1c000c
88,359d3e98-74f7-11ed-a487-0242ac1c000c,Parroquia Cantabria,Inactivo,35b00406-74f7-11ed-a487-0242ac1c000c,35a7c0a2-74f7-11ed-a487-0242ac1c000c
89,359d3fe2-74f7-11ed-a487-0242ac1c000c,Parroquia La Rioja,Inactivo,35b00488-74f7-11ed-a487-0242ac1c000c,35a7c142-74f7-11ed-a487-0242ac1c000c
90,359d408c-74f7-11ed-a487-0242ac1c000c,Parroquia Huelva,Inactivo,35b0050a-74f7-11ed-a487-0242ac1c000c,35a7c1d8-74f7-11ed-a487-0242ac1c000c
91,359d412c-74f7-11ed-a487-0242ac1c000c,Parroquia Huesca,Activo,35b0058c-74f7-11ed-a487-0242ac1c000c,35a7c26e-74f7-11ed-a487-0242ac1c000c
92,359d41cc-74f7-11ed-a487-0242ac1c000c,Parroquia Alicante,Inactivo,35b0060e-74f7-11ed-a487-0242ac1c000c,35a7c318-74f7-11ed-a487-0242ac1c000c
93,359d426c-74f7-11ed-a487-0242ac1c000c,Parroquia Palencia,Activo,35b0069a-74f7-11ed-a487-0242ac1c000c,35a7c3ae-74f7-11ed-a487-0242ac1c000c
94,359d430c-74f7-11ed-a487-0242ac1c000c,Parroquia Melilla,Inactivo,35b0071c-74f7-11ed-a487-0242ac1c000c,35a7c444-74f7-11ed-a487-0242ac1c000c
95,359d43ac-74f7-11ed-a487-0242ac1c000c,Parroquia Tarragona,Inactivo,35b0079e-74f7-11ed-a487-0242ac1c000c,35a7c4d0-74f7-11ed-a487-0242ac1c000c
96,359d444c-74f7-11ed-a487-0242ac1c000c,Parroquia Cádiz,Inactivo,35b0082a-74f7-11ed-a487-0242ac1c000c,35a7c552-74f7-11ed-a487-0242ac1c000c
97,359d4528-74f7-11ed-a487-0242ac1c000c,Parroquia Jaén,Inactivo,35b008ac-74f7-11ed-a487-0242ac1c000c,35a7c5d4-74f7-11ed-a487-0242ac1c000c
98,359d45d2-74f7-11ed-a487-0242ac1c000c,Parroquia Sevilla,Inactivo,35b0092e-74f7-11ed-a487-0242ac1c000c,35a7c660-74f7-11ed-a487-0242ac1c000c
99,359d4672-74f7-11ed-a487-0242ac1c000c,Parroquia Navarra,Activo,35b009ba-74f7-11ed-a487-0242ac1c000c,35a7c6ec-74f7-11ed-a487-0242ac1c000c
100,359d4712-74f7-11ed-a487-0242ac1c000c,Parroquia Badajoz,Activo,35b00a46-74f7-11ed-a487-0242ac1c000c,35a7c764-74f7-11ed-a487-0242ac1c000c
101,359d47b2-74f7-11ed-a487-0242ac1c000c,Parroquia Girona,Inactivo,35b00ac8-74f7-11ed-a487-0242ac1c000c,35a7c7fa-74f7-11ed-a487-0242ac1c000c
102,359d483e-74f7-11ed-a487-0242ac1c000c,Parroquia Jaén,Inactivo,35b00b4a-74f7-11ed-a487-0242ac1c000c,35a7c89a-74f7-11ed-a487-0242ac1c000c
103,359d48d4-74f7-11ed-a487-0242ac1c000c,Parroquia Toledo,Activo,35b00bcc-74f7-11ed-a487-0242ac1c000c,35a7c926-74f7-11ed-a487-0242ac1c000c
104,359d4960-74f7-11ed-a487-0242ac1c000c,Parroquia Las Palmas,Inactivo,35b00c8a-74f7-11ed-a487-0242ac1c000c,35a7c9a8-74f7-11ed-a487-0242ac1c000c
105,359d49f6-74f7-11ed-a487-0242ac1c000c,Parroquia Almería,Activo,35b00d16-74f7-11ed-a487-0242ac1c000c,35a7ca34-74f7-11ed-a487-0242ac1c000c
106,359d4a82-74f7-11ed-a487-0242ac1c000c,Parroquia Álava,Inactivo,35b00da2-74f7-11ed-a487-0242ac1c000c,35a7caac-74f7-11ed-a487-0242ac1c000c
107,359d4b2c-74f7-11ed-a487-0242ac1c000c,Parroquia Murcia,Activo,35b00e24-74f7-11ed-a487-0242ac1c000c,35a7cb42-74f7-11ed-a487-0242ac1c000c
108,359d4bc2-74f7-11ed-a487-0242ac1c000c,Parroquia Baleares,Activo,35b00ea6-74f7-11ed-a487-0242ac1c000c,35a7cbc4-74f7-11ed-a487-0242ac1c000c
109,359d4c62-74f7-11ed-a487-0242ac1c000c,Parroquia Málaga,Activo,35b00f28-74f7-11ed-a487-0242ac1c000c,35a7cc3c-74f7-11ed-a487-0242ac1c000c
110,359d4d20-74f7-11ed-a487-0242ac1c000c,Parroquia Zaragoza,Inactivo,35b00fbe-74f7-11ed-a487-0242ac1c000c,35a7ccbe-74f7-11ed-a487-0242ac1c000c
111,359d4db6-74f7-11ed-a487-0242ac1c000c,Parroquia Guadalajara,Inactivo,35b01040-74f7-11ed-a487-0242ac1c000c,35a7cd40-74f7-11ed-a487-0242ac1c000c
112,359d4e42-74f7-11ed-a487-0242ac1c000c,Parroquia Albacete,Activo,35b010c2-74f7-11ed-a487-0242ac1c000c,35a7cdc2-74f7-11ed-a487-0242ac1c000c
113,359d5342-74f7-11ed-a487-0242ac1c000c,Parroquia Sevilla,Inactivo,35b01144-74f7-11ed-a487-0242ac1c000c,35a7ce44-74f7-11ed-a487-0242ac1c000c
114,359d54b4-74f7-11ed-a487-0242ac1c000c,Parroquia Santa Cruz de Tenerife,Activo,35b011d0-74f7-11ed-a487-0242ac1c000c,35a7cec6-74f7-11ed-a487-0242ac1c000c
115,359d5568-74f7-11ed-a487-0242ac1c000c,Parroquia La Coruña,Activo,35b01252-74f7-11ed-a487-0242ac1c000c,35a7cf3e-74f7-11ed-a487-0242ac1c000c
116,359d5612-74f7-11ed-a487-0242ac1c000c,Parroquia Ciudad,Inactivo,35b01522-74f7-11ed-a487-0242ac1c000c,35a7cfc0-74f7-11ed-a487-0242ac1c000c
117,359d56a8-74f7-11ed-a487-0242ac1c000c,Parroquia Lugo,Inactivo,35b01716-74f7-11ed-a487-0242ac1c000c,35a7d042-74f7-11ed-a487-0242ac1c000c
118,359d573e-74f7-11ed-a487-0242ac1c000c,Parroquia Alicante,Activo,35b0187e-74f7-11ed-a487-0242ac1c000c,35a7d0c4-74f7-11ed-a487-0242ac1c000c
119,359d57d4-74f7-11ed-a487-0242ac1c000c,Parroquia Melilla,Inactivo,35b01914-74f7-11ed-a487-0242ac1c000c,35a7d15a-74f7-11ed-a487-0242ac1c000c
120,359d586a-74f7-11ed-a487-0242ac1c000c,Parroquia Jaén,Inactivo,35b019aa-74f7-11ed-a487-0242ac1c000c,35a7d1e6-74f7-11ed-a487-0242ac1c000c
121,359d5900-74f7-11ed-a487-0242ac1c000c,Parroquia Lugo,Activo,35b01a2c-74f7-11ed-a487-0242ac1c000c,35a7d272-74f7-11ed-a487-0242ac1c000c
122,359d59a0-74f7-11ed-a487-0242ac1c000c,Parroquia Ceuta,Inactivo,35b01ab8-74f7-11ed-a487-0242ac1c000c,35a7d2fe-74f7-11ed-a487-0242ac1c000c
123,359d5a40-74f7-11ed-a487-0242ac1c000c,Parroquia Soria,Activo,35b01b44-74f7-11ed-a487-0242ac1c000c,35a7d380-74f7-11ed-a487-0242ac1c000c
124,359d5ad6-74f7-11ed-a487-0242ac1c000c,Parroquia Albacete,Inactivo,35b01bd0-74f7-11ed-a487-0242ac1c000c,35a7d402-74f7-11ed-a487-0242ac1c000c
125,359d5b6c-74f7-11ed-a487-0242ac1c000c,Parroquia Lleida,Inactivo,35b01c52-74f7-11ed-a487-0242ac1c000c,35a7d47a-74f7-11ed-a487-0242ac1c000c
126,359d5c02-74f7-11ed-a487-0242ac1c000c,Parroquia Navarra,Activo,35b01cd4-74f7-11ed-a487-0242ac1c000c,35a7d560-74f7-11ed-a487-0242ac1c000c
127,359d5ca2-74f7-11ed-a487-0242ac1c000c,Parroquia Salamanca,Inactivo,35b01d60-74f7-11ed-a487-0242ac1c000c,35a7d5f6-74f7-11ed-a487-0242ac1c000c
128,359d5d38-74f7-11ed-a487-0242ac1c000c,Parroquia Ávila,Inactivo,35b01e1e-74f7-11ed-a487-0242ac1c000c,35a7d682-74f7-11ed-a487-0242ac1c000c
129,359d5dce-74f7-11ed-a487-0242ac1c000c,Parroquia Lleida,Inactivo,35b01eaa-74f7-11ed-a487-0242ac1c000c,35a7d704-74f7-11ed-a487-0242ac1c000c
130,359d5e6e-74f7-11ed-a487-0242ac1c000c,Parroquia Teruel,Activo,35b02440-74f7-11ed-a487-0242ac1c000c,35a7d786-74f7-11ed-a487-0242ac1c000c
131,359d5f40-74f7-11ed-a487-0242ac1c000c,Parroquia Sevilla,Inactivo,35b024fe-74f7-11ed-a487-0242ac1c000c,35a7d808-74f7-11ed-a487-0242ac1c000c
132,359d5fd6-74f7-11ed-a487-0242ac1c000c,Parroquia Valencia,Inactivo,35b025da-74f7-11ed-a487-0242ac1c000c,35a7d88a-74f7-11ed-a487-0242ac1c000c
133,359d606c-74f7-11ed-a487-0242ac1c000c,Parroquia Las Palmas,Inactivo,35b02666-74f7-11ed-a487-0242ac1c000c,35a7d916-74f7-11ed-a487-0242ac1c000c
134,359d6102-74f7-11ed-a487-0242ac1c000c,Parroquia Zaragoza,Inactivo,35b026e8-74f7-11ed-a487-0242ac1c000c,35a7d9a2-74f7-11ed-a487-0242ac1c000c
135,359d6198-74f7-11ed-a487-0242ac1c000c,Parroquia Lleida,Inactivo,35b02774-74f7-11ed-a487-0242ac1c000c,35a7db00-74f7-11ed-a487-0242ac1c000c
136,359d6238-74f7-11ed-a487-0242ac1c000c,Parroquia Lleida,Inactivo,35b027f6-74f7-11ed-a487-0242ac1c000c,35a7dba0-74f7-11ed-a487-0242ac1c000c
137,359d62ce-74f7-11ed-a487-0242ac1c000c,Parroquia Salamanca,Inactivo,35b02878-74f7-11ed-a487-0242ac1c000c,35a7dc2c-74f7-11ed-a487-0242ac1c000c
138,359d6364-74f7-11ed-a487-0242ac1c000c,Parroquia Zamora,Activo,35b028fa-74f7-11ed-a487-0242ac1c000c,35a7dcae-74f7-11ed-a487-0242ac1c000c
139,359d63fa-74f7-11ed-a487-0242ac1c000c,Parroquia Granada,Inactivo,35b0297c-74f7-11ed-a487-0242ac1c000c,35a7dd3a-74f7-11ed-a487-0242ac1c000c
140,359d649a-74f7-11ed-a487-0242ac1c000c,Parroquia Ceuta,Inactivo,35b029fe-74f7-11ed-a487-0242ac1c000c,35a7ddc6-74f7-11ed-a487-0242ac1c000c
141,359d6530-74f7-11ed-a487-0242ac1c000c,Parroquia Valladolid,Inactivo,35b02a94-74f7-11ed-a487-0242ac1c000c,35a7de48-74f7-11ed-a487-0242ac1c000c
142,359d65c6-74f7-11ed-a487-0242ac1c000c,Parroquia La Coruña,Activo,35b02b16-74f7-11ed-a487-0242ac1c000c,35a7ded4-74f7-11ed-a487-0242ac1c000c
143,359d6652-74f7-11ed-a487-0242ac1c000c,Parroquia Teruel,Inactivo,35b02b98-74f7-11ed-a487-0242ac1c000c,35a7df56-74f7-11ed-a487-0242ac1c000c
